{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.33484} 怎么样？是什么？能看见未来吗？也让我看看！给我，给我！
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.32255} 不得不说，我没想到谈话会转到这一步。
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.9340} 我有一块带链的怀表，而且它绝对能显示未来。我们做个交易吧。
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.19269} 快点，快点，让我们看看！哦，真不错！那它怎么显示未来？
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.56113} 有了它，你永远知道现在几点；所以你也知道一小时后、两小时后，甚至三小时后会是几点。这就意味着你知道未来。
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.48547} 哦，先生你真聪明！好吧，把表给我们。但给我们看看你的玩意怎么用，好吗？我们还好奇呢！
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.24688} 先交易：表换玩意——我是说，换显微镜。然后我再给你们看。
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.63510} 等一下，我得先检查它有没有坏。你们可能拿它敲钉子了。
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.23360} 冷静点，孩子，别喊。怎么回事？我不知道什么？
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.14759} 这场谈话让我意识到自己为什么从未当父亲。
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.3317} 那是我的显微镜。我从首都把它带来，是<i>你们</i>从我的行李里偷走的。那叫“盗窃”。
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.59579} 它只显示虫子和头发，是因为你们把它对准了虫子和头发。
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.53872} 你们这些孩子都没上过学吗？不知道显微镜怎么工作？……这座镇甚至有学校吗？
{Dialogs2.Days.Intro.Intro_Maw.Intro_Maw_Dogheads_Microscope.34509} 抱歉打断一下，但你们要么假装成狗，<i>要么</i>假装成天文学家。从风格上说，两者同时来有点过头。
