{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.26079} 您现在大概要笑话我了，但我是真有事。帮我写封信吧。
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.26429} 你想给儿子写什么？总不会是关于沙疫爆发吧？
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.7357} 还能写什么？总得提醒那孩子，也顺便以防万一，告个别。
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.31743} 我不确定。你现在把自己埋得太早了，而且我也不希望把恐慌散到城外去。
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.539} 医生，直说吧，您帮不帮我？
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.8911} 好吧，我帮你。口述。
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.27410} 咳咳。那么……亲爱的儿子，你好！给你写信的是你的父亲，图皮克。我们城里瘟疫肆虐——谁都不放过，孩子，老人，都一样……
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.1322} *亲爱的儿子，你好！给你写信的是你的父亲，图皮克。我们城里瘟疫肆虐——谁都不放过，孩子，老人，都一样……*
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.25896} 我甚至不知道还能不能再见到你。不是沙疫害死我，就是强盗害死我——现在街上不太平，人人都害怕，彼此像狼一样盯着……
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.10524} *我甚至不知道还能不能再见到你。不是沙疫害死我，就是强盗害死我——现在街上不太平，人人都害怕，彼此像狼一样盯着……*
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.7953} 你一定要小心，照顾好自己。如果这瘟疫冲出城去，大家都要遭殃。别到我这里来，火车停了，也危险。替我向家里问好；如果我真出了事，也别太难过。若上帝开恩，让我逃过一劫，我们还会再见。永别了，你的父亲。
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.4197} *你一定要小心，照顾好自己。如果这瘟疫冲出城去，大家都要遭殃。别到我这里来，火车停了，也危险。替我向家里问好；如果我真出了事，也别太难过。若上帝开恩，让我逃过一劫，我们还会再见。永别了，你的父亲。*
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.17266} 写下来了？都照我说的写？
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.15591} 一字不差。拿着。希望你的鸽子真的能送到。
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.17942} 我改了几个语法错误，其余都照你的口述。拿着吧，祝你的鸽子好运。
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.10130} [你就准备好等我来吧。等我能从城里出去，去图利姆找你，我们就摆一场让所有人都羡慕的大宴。你自己别来找我，你会觉得这里无聊。替我向家里问好，让他们也等着我。很快再见，你的父亲。]
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.26666} [我还想再见你一面。也许过两周，也许一个月后，我会设法去图利姆。我们这边街上现在很好，能畅快呼吸，城小，人人都认识，还互相请人做客……]
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.19097} [亲爱的儿子，你好！给你写信的是你的父亲，图皮克。我们城里一切都很好！twyre（特维草）开花了，日子过得安稳又有条不紊……]
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.6091} 不，我不帮。我有病人，有瘟疫爆发，有城里不断增长的不满，而你却让我替你按口述写信——你神志清醒吗？
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.16226} 我会帮你，但作为交换，我也要请你帮一个忙。本地公园的看守菲勒蒙需要一个换班的人。他一个人应付不过来，园里的药草总有人偷。你能替他守一守吗？
{ArchiveDialogs.NewArchive.Day3_Visitors.Nikita.Day3_V2_Nikita_Request.25165} 这有什么不能帮的。反正我也没什么事。一定搭把手，您就这么告诉他。那信怎么办？
