{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.692} 你碰巧有烟吗？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.6065} 我在想象你可能看到了什么。那倒能解释你为什么看起来这么狼狈。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.6567} 我一向狼狈，那是我的风格。大教堂看守者告诉我，大教堂会生产时间。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.20279} 那你觉得我在那里看到了什么？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.7680} 不可能之物。你看见了不可能之物。还有那个大教堂看守者。长着鱼眼睛的男人。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.12965} 还有那个大教堂看守者。他让我毛骨悚然。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.13459} 啊，是的。大教堂看守者。长着鱼眼睛的男人。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.14509} 对！该死，你这么一说还真是。诡异的眼睛，诡异的规矩。别唱借来的歌，别浪费时间，诸如此类。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.14052} 没人知道他从哪里来，这点让我觉得很有意思。法尔哈德说，大教堂自己造出了它的看守人。它用光和时间把他塑了出来。他是大教堂的语言与我们的语言之间某种译者。你同那位看守人说话时，就是在同大教堂本身说话。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.1573} 你认识他？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.8703} 当然。我的意思是，我知道他这个人。但不知道他从哪里来。没人知道。法尔哈德说，大教堂自己造出了它的看守人。它用光和时间把他塑了出来。他是大教堂的语言与我们的语言之间某种译者。你同那位看守人说话时，就是在同大教堂本身说话。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.4612} 你不会是认真的吧？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.19167} 你真该见见法尔哈德。他就是那种人——你永远分不清他是不是在开玩笑。当他和西蒙构想出这个念头时，他说自己要造出一个能生产时间的空间。我们以为那只是某种晦涩的文字游戏。可现在你看，我们有了一座生产时间的大教堂。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.28722} 你真的相信它会生产时间？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.10697} 当然不。我的意思是，不是字面意义上。不过从某种意义上说，每一种结构都会生产时间。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.9801} 那地方会钻进人的脑子里。你知道里面究竟发生什么吗？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.29553} 我喜欢法尔哈德的作品，但我从来不认同他那些……姑且称之为神秘倾向吧。就说那个看守人。按法尔哈德的说法，他有一天就这么出现在了大教堂。我们甚至谈过要做个实验：把那看守人捆起来，拖出镇外，看看会发生什么，也就是把看守人与大教堂分离。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.29479} 你自己去过大教堂吗？你真的踏进过里面？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.31701} 去过。而我什么也没看见。没有奇迹。但我是例外。法尔哈德说那是因为我缺少信仰。就说那个看守人。按法尔哈德的说法，他有一天就这么出现在了大教堂。我们谈过要做个实验，把他捆起来，拖出镇外，看看会发生什么，也就是把看守人与大教堂分离。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.29306} 我觉得事情比这简单。他只是个拿着扫帚、带点权威气派的男人，在大教堂外晃得够久，于是人们就把他当成了风景的一部分。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.663} 我在这里待得比你久，而且我记得很清楚。那个看守人是某一天忽然出现的。他没有名字，也没有记忆。没人见过他吃喝。他所做的一切，就是同大教堂一起存在。我们甚至谈过要做个实验，把他捆起来，拖出镇外，看看会发生什么，也就是把看守人与大教堂分离。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.28676} 然后呢？发生了什么？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.7618} 什么也没发生。法尔哈德死了，那个实验始终没越过理论阶段。然后凯恩家毁了一切，一如既往。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.1828} 真的吗？我还以为相反，他们会鼓励最疯狂的事业。所以你怨恨他们？为什么？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.29378} 我明白了。看来大教堂不可能容纳医院。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.15709} 你可以试试，但那就像在蒸汽机里举办宴会。前五分钟会很有趣，直到所有人开始被活活煮熟。它根本不是为长时间容纳人而设计的。是凯恩家让你去考察那里能不能做医院的吗？如果他们觉得大教堂是个选项，那他们一定彻底疯了。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.18420} 不，是萨布罗夫。你似乎很不喜欢凯恩家。我没想到。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.20599} 这跟凯恩家有什么关系？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.26898} 你一定是刚来。镇上凡是越过体面边界的事，不是凯恩家做的，就是按他们的命令做的。你若是在和凯恩家的人说话，那你就是在被他们操纵。所以最好别把任何线头递到他们手里。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.702} 他们一定做了什么惹怒你的事，而且就在最近。发生了什么？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.7741} 设想一下，你受雇去做一件你明知会成为毕生最伟大事业的事。你为它奉献了许多年。现在再设想，你的资助人来找你，说你把事情弄得一团糟，却不说明具体哪里错了。他们只是叫你滚出去。这就是三天前发生在我身上的事。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.30536} 我以前也不得不解雇过人。有些免职只是预算问题。不是针对个人。但人们不爱听这个。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.3563} 的确残酷。请接受我的同情。我比许多人更能体会这一点。他们完全没有给你解释？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.7437} 据说他们希望我——原话如此——“超越自我”。而我据说“做不到”，因为我“太理性”。我承认，他们确实总在超越自我。毕竟脑袋塞进屁股里时，人总会越过自己。现在他们要求我离开，而我不想走。这是我的小镇。我是它的创造者之一。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.8517} 我在这里才三天，我的诊断是，建造这座小镇的人一定都疯了。但你看起来并不是。恰恰相反。为什么？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.30259} 我想你我对疯狂的定义不同。我们的镇子究竟哪里惹你不快？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.8443} 它不让我走。首都正在决定我的研究——我的毕生心血——的命运，而我被困在这里。小镇封锁了，没有火车出去。就算我找到一列，我也不能自己开。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.1181} 真讽刺。我想逃离这座小镇，而你想留下。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.15643} 可你究竟在逃离什么？这座小镇有什么让你这样憎恶？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.15963} 我不是在逃离什么，我是要赶往什么地方。首都正在决定我的研究——我的毕生心血——的命运，而我被困在这里。小镇封锁了，没有火车出去。就算我找到一列，我也不能自己开。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.29200} 也许我们可以互相帮一把。我们每一个问题，到头来都绕回凯恩家。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.4143} 我觉得你夸大了他们的权力和影响。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.19464} 不。事实上，我说得还太轻了。但他们可以被智取。我知道一些他们不知道的事。比如，我认识一个火车司机。一个叫“巨石”的Odongh（金族牧人）。有了他，你就有机会离开镇子。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.31808} 我看不出你能怎么帮我。我们已经同外界隔绝了。被隔离了。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.10521} 没错。唯一出路是铁路，而我认识一个火车司机。一个叫“巨石”的Odongh（金族牧人）。有了他，你就有机会离开镇子。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.19218} 我在哪里能找到他？又怎么知道那就是他？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.14873} 他住在Odongh（金族牧人）人的村落里，而别人叫他“巨石”是有理由的。他那样的块头，很难错过。你足够聪明，能说服他帮你；然后你就可以帮我。眼下没人敢违背你的意愿。替我在凯恩家面前说句好话。说服他们不要放逐我。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.24941} 成交。我很会谈判。我曾经说服一位朋友吃下一只蟋蟀。他不但吃了，还付钱买下这个机会。我能在凯恩家身上做出类似的事。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.5459} 我听得出你的讽刺，但用错地方了。我偷听过凯恩家谈论你。你的到来是西蒙设计的一环。是他一直在推演却从未解开的方程的一部分。或者说，他解开了吗？现在他们把他归来的希望寄托在你身上。此时此地，你什么都做得到。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.6152} 好吧。我会同他们谈，但我不能向你保证什么。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.7009} 要是别在这里，别在现在就好了。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.12571} 如果他已经解开，就不再需要我了。而我也不喜欢成为别人公式里的变量。你的恭维没有打中要害，不过就算扯平吧。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.4325} 恐怕我没有那样的权力。格奥尔基或维克多为什么要听我的？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.1787} 我偷听过凯恩家谈论一位来自首都的著名医生即将抵达。你的到来是西蒙设计的一环。是他一直在推演却从未解开的方程的一部分。或者说，他解开了吗？现在他们把他归来的希望寄托在你身上。此时此地，你什么都做得到。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.29746} 所以我是名人，真讲究……好吧，我会试着利用一下自己的身份。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.16513} 我理解得没错的话，我们这是在做交易？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.2549} 没错。而且我已经履行了我的那一端，这让你处境有些尴尬。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.11525} 精明。你真是个数学家。你刚才提到的那个巨石，我在哪里能找到？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.919} 我不想谈这个。你只要相信我，我本该在首都，而不是在这里。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.13971} 你出去看过吗？这地方糟得像垃圾堆。无意冒犯，我对你的街道没什么意见，但其他一切……
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.29741} 听起来像阴谋论。也许这场疫病也是他们造成的？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.22868} 我不知道。但我不会感到惊讶。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.30868} 太方便了。我看我也可以开始把自己所有麻烦都归罪给凯恩家。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.9978} 在我的工作里，线头被称为“外科缝线”。我们用它们缝合伤口。线头是很有用的东西。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.8725} 你在打趣，可我是认真的。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.24510} 我不会把它们叫作鱼眼。但它们确实不是人的眼睛。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.20067} 为什么没有了？他们发生了什么？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.9207} 生活发生了。或者说，死亡发生了。人会死，建筑师也不例外。你是医生，这些事本该由你知道。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.27110} 可你还活着。你可以给我讲讲大教堂。我今天去了那里，经历了一些极古怪的事。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.20480} 我不会轻易下这种笼统判断，毕竟我们谈的是一群能建造出生产时间的结构的人。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.27394} 比如？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.17129} 一个烦人精。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.22182} 我是医生。死亡是我的专长。香烟会把人变成什么样，我见过不止一次。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.27383} 明白了。不过你为什么来？总不至于只是来训诫我抽烟吧。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.29723} 这说得太含糊了。请定义“烦人精”。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.7811} 我们有个说法，叫“送葬式烦人精”。这种人并非无趣，但大多数人都受不了和他们相处太久。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.6986} 那是玩笑。我在开玩笑。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.11752} 我知道，只是并不好笑。抱歉。你为什么来？凯恩家派你来的？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.23606} 这里发生了什么？你的房子被搜查了？被抢了？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.19915} 我的毕生心血被人夺走了。这算被抢吗？……哇，抱歉，这话在我脑子里听起来没这么矫饰。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.12178} 我不清楚，带一点矫饰也有益健康。不像烟草。恶劣的东西。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.11248} 你一向这样吗？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.28790} 你指什么？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.22393} 你有没有遇到过这样的机会：去做某件……有影响力、独一无二的事，为此辛苦工作多年，却在一瞬间被人夺走？还没有任何解释？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.3957} 信不信由你，我遇到过。事实上，我此刻正在经历。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.13236} 没有，我从来没遇到过这种事。我是个长期成功者。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.24431} 那你就是个幸运的人。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.31116} 那是讽刺。事实上，我也一样。我困在这里，而首都那边正在拆解我的研究。我只能隔着距离看着。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.27885} 你说得这么平静，可如果我是你，现在已经沿着铁轨徒步走了。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.20684} 我正在想办法。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.19297} 那我就更不明白你为什么来了。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.14599} 我试过离开。小镇被封得死紧——到处都是巡逻的人。听说铁轨已经被拆了。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.10551} 全是谎话。他们这么说，是为了阻止人们尝试离开。别上当。你为什么来？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.9844} 我是医生。我宣过誓；没有我，这座小镇会毁灭。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.20635} 令人佩服的自我重要感。你来找我做什么？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.22426} 这个问题太私人了。我宁愿不回答。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.1550} 你为什么来？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.28981} 信不信由你，我完全理解。我现在也在经历同样的事。
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.14815} 是吗？
{Dialogs2.Days.Day3.Day3_Q9_CathedralInspection.Day3_Q9_Yulia_AllAtOnce.2251} 是的。我困在这里，而首都那边正在拆解我的研究。我只能隔着距离看着。
