{ArchiveDialogs.Day6.Q2_BurakhAfterLara.5} 现在听我说。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.85} **他笑了，但眼里没有半点笑意。**
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.87} 我们互相开枪吧，让这座城失去所有医生。非常理性的建议。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.88} 你没资格指责我不理性。你准备为死人去死。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.89} 这提议倒很符合你的性格。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.90} 不，我们两个里发疯的不是我。该道歉的也不是我。不过看来指望你理解是没用了，我已经尽力。你可以去朝别人开枪。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.95} （我们这是在做什么，emshen（医者）？我本想让你理解，现在我们几乎成了敌人。我们谁有错？难道你真的这么讨厌我？）
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.92} 如果你的论据用完了——那就再会。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.77} 我还有更重要的事。如果你不打算道歉，我认为谈话结束。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.81} 我们是否结束，不由你决定。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.82} 由我，布拉赫，由我。再会。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.83} 好，继续。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.84} 知道吗？不，我不打算继续。我的确已经没有什么可和你谈的了。对牛弹琴。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.70} 讨厌犯错？你错得这么频繁，有时让人觉得这就是你的职业。除了你，没人觉得我是蠢货。顺便说一句——彼此彼此，布拉赫。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.79} 你那点可预见性把我累坏了。我们还要像幼儿园孩子一样，继续扔空洞的侮辱吗？
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.136} （我累了。求你，把你的傲慢换成一点宽容，稍微体贴些就这么难吗？）
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.104} 不知道，毕竟不是我先开始的。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.111} 哦，刚才不是你像训不懂事的人一样，给我讲了一通显而易见的大道理？不是你把我的意见当成一文不值？emshen（医者），你对自己那无边的厚颜无耻真是瞎得彻底。我很失望。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.114} （你的意见对我比任何人的都重要，可只要你不听我说，就没法和你谈。我很受伤。）
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.113} 再一次——彼此彼此。的确，侮辱到此为止，我们彼此都明白了。再会。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.105} 除了侮辱，你还能做什么？
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.106} 我能向你解释，你走在错误的路上，正在毁掉这座城。但你不会听。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.115} 已经听过了。再说一次：我牺牲小部分，是为了数千人。因为我，几栋无人住的房子会受损；因为你，一切都会毁掉。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.117} 好，走吧。对你来说，我们整座城，那些用辛劳和爱建成的一切，只是几栋可以烧掉的房子。我们的死者对你是废物，活人也不值得你为他们冒险。我警告过你：这种态度日后会重重反噬你。带着这个念头走吧，emshen（医者）。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.137} 巴雅尔拉，emshen（医者）。巴雅尔泰。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.116} 如果我的路是死路，那你的更是。让我们各走各的路，看看谁能走得更远。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.71} 是，我是蠢货。也比别人更清楚这一点。但如果连蠢货都比你聪明，那你想想，眼下你算什么。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.80} 我在这里出生，也在这里生活，不像你。相信我，我比你更清楚这里是怎样运转的。你不想听我说，那请便。只是别用你那些野蛮提议去逗别人发笑。烧房子，烧死人，甚至烧活人！真想看看你带着这种主意会被人怎样看待。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.119} 是啊，很有意思。等我提出时就知道了。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.120} 谁在哪里出生并不重要。重要的是头骨盒子里装了什么。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.123} 你出生在哪里当然重要。首都喜欢你这种自命不凡、没有心的人。这里不喜欢。这里的规矩不同，你不懂。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.135} （我知道：你有一颗宽大而善良的心。有时候该听它做决定，而不是听冰冷的理智。）
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.124} 那也许你可以解释给我，让我听懂？
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.125} 我可以解释，为什么这里的人重视坟墓和房屋。你不会听。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.129} 我已经听过，也没有被说服。因为我，几栋无人住的房子会受损；因为你，一切都会毁掉。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.130} 而你也不会听：眼下生存比习俗更重要。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.132} 哦，对人来说，习俗恰恰更重要。相信死亡不是终点。相信这座城和关于我们的记忆会留下，哪怕没有一个人活下来。每个灵魂都需要希望。而你，尊敬的天才医生，灵魂的位置放着一本医学手册。看来我已经把你读完了。无聊。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.134} 既然我们都厌倦了无果的争论，我建议各自回去做事。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.126} 至少我懂卫生规范。也建议你学一学。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.44} 所以，我现在是什么处境？
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.48} 你真的不明白。还是你装得很巧？开玩笑？不，大概不是。你真的没明白自己当众把自己弄得多蠢。也许你们首都习惯嘲笑同僚，把别人的价值和传统踩进泥里。那你听好：我们这里不喜欢这样。如果你继续拿自己的规矩闯进我们的修院，人们宁愿死，也不会向你求助。像个人一样死在坟墓里，而不是像没用的破烂一样，在自己家里被烧掉。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.54} （你伤了我，emshen（医者）。我在你身边觉得自己一无是处，对你来说，整座城也一无是处。你想救人的命，却让我们失去目的、失去遗产。这样的拯救有什么意义？）
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.37} 等一下，我也有话要对你说。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.40} 别继续丢脸了，emshen（医者）。我是在试着帮你。为了你自己好——至少闭嘴一分钟。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.49} 衷心感谢你的关照，但我能自己处理自己的问题。也建议你去处理你自己的。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.55} 你这些嘲讽背后，是堵不透风的死脑筋。一个每次都犯错的人，哪来这么多傲慢？
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.72} （你一如既往地正确，可现在人们不需要你苦涩的真相。若不能相信城市会挺住，相信每个人——即便死者——都会被从火焰和遗忘中救出，人们会疯掉。）
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.57} 这么说，死脑筋的是我。启发我吧，我错在哪里。只是请别再来一通关于小坟墓、小房子多重要的长篇大论。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.50} 好，很有趣，那你打算怎么帮我？
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.56} 只是给你一个朋友式的警告。拉拉说得对：你这个倔羊……以为一切都对你开放，以为你明亮的头脑能盖过所有人的意见。可也许你还有良心？如果它也还没被你那自夸的常识压死。总之，丹科夫斯基，我再说一遍：别丢人。拉拉和我都算明白人，可其他人也听见了你的话。你践踏我们的根基，践踏活人和死人，烧毁我们几十年建成的东西。你不是本地人，你不心疼。可如果你在别人面前再提你那点纵火癖，也不会有人心疼你。听懂了吗？
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.38} 那好，开始吧。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.51} 我已经说过：你不懂事情的本质。别担心，我不会再试图说服或灌输，只给你一个朋友式的建议——收起你那些疯想。回首都去烧人烧房，成交？在这里，你该做的是治人。让懂事的人去决定这座城的命。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.68} （我钦佩你的理性，你能把人当成数字来看。丹科夫斯基，人不是数字，也不是牲口，他们需要希望，相信一切还没有坏到尽头……求你，别夺走它。）
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.59} 懂事的人——你是在说自己？为老屋里一堆尸体赔上自己的命，赔上一名医生的命，确实很懂事。鼓掌，布拉赫。
{ArchiveDialogs.Day6.Q2_BurakhAfterLara.60} 如果照顾死人而不是活人，命运会很悲惨。当你把这座城变成万人坑时，我救人就没有意义了，不过既然已经决定……祝你好运。
